输入文本,生成问题,参考问题,改写问题,F1
"[['无水氢氟酸', '中文别名', '氟化氢'], ['氟化氢', '中文名', '氢氟酸'], ['氢氟酸', '摩尔质量', '20.01']]",无 水 氢 氟 酸 的 中 文 别 名 的 中 药 名 的 摩 尔 质 量 是 多 少 ？,无水氢氟酸的中文别名的中文名的摩尔质量是多少？,请问无水氢氟酸的中文别名的分子量是多少？,0.6841147541999817
"[['烛龙', '对手', '拓拔野'], ['拓拔野', '妻子', '纤纤']]",烛 龙 的 对 手 的 妻 子 叫 什 么 ？,请问烛龙的对手的妻子是谁啊？,请问烛龙的对手拓拔野的妻子叫什么名字？,0.6089657545089722
"[['新立庄村（河北省秦皇岛市抚宁区留守营镇新立庄村）', '常住人口', '354人']]",新 立 庄 村 的 常 住 人 口 有 多 少 ？,新立庄村有多少人常住呢？,请问新立庄村（河北省秦皇岛市抚宁区留守营镇新立庄村）的常住人口是多少？,0.6320203542709351
"[['2-氯-3-溴吡啶', '中文别名', '3-溴-2-氯吡啶;3-溴-2-氯砒啶']]",2 - 氯 - 3 - 溴 吡 啶 的 中 文 别 名 叫 什 么 ？,2-氯-3-溴吡啶还有什么别名你知道吗？,请问2-氯-3-溴吡啶的中文别名是什么？,0.703060507774353
"[['南开区', '区长', '孙剑楠']]",请 问 南 开 区 的 区 长 是 谁 ？,南开区的区长是谁？,南开区的区长是谁？,0.6590341925621033
"[['凯美瑞', '生产厂商', '广汽丰田']]",凯 美 瑞 的 生 产 厂 商 是 什 么 ？,我想知道凯美瑞是什么公司生产的？,请问凯美瑞的生产厂商是哪家？,0.5995510220527649
"[['僵尸归来（2013年西班牙恐怖电影）', '导演', 'Manuel Carballo']]",僵 尸 归 来 的 导 演 是 谁 ？,你知道僵尸归来的导演是谁吗？,僵尸归来（2013年西班牙恐怖电影）的导演是谁？,0.6185699701309204
"[['哥斯拉：奇异点', '作画监督', '石野聪']]",哥 斯 拉 ： 奇 异 点 的 作 画 监 督 是 谁,哥斯拉：奇异点是谁负责监督作画？,请问《哥斯拉：奇异点》的作画监督是谁？,0.683173656463623
"[['海马滩', '地址', '南沙群岛岛礁之一']]",海 马 滩 的 具 体 地 址 ？,请问海马滩具体位置在哪里啊？,请问海马滩的具体地址在哪里？,0.5874341130256653
"[['丸美弹力蛋白眼精华', '所属公司', '丸美'], ['丸美', '代言人', '杨子姗']]",丸 美 弹 力 蛋 白 眼 精 华 的 所 属 公 司 的 代 言 人 是 谁 ？,丸美弹力蛋白眼精华的所属公司曾经有过哪些代言人？,丸美弹力蛋白眼精华的所属公司丸美的代言人是谁？,0.7049055099487305
"[['絮凝体', '阶段', '凝聚和絮凝']]",絮 凝 体 处 于 什 么 阶 段 ？,絮凝体有几个阶段啊？,絮凝体处于哪个阶段？,0.6631052494049072
"[['古蔺县', '著名人物', '奢香、邓均吾、王星、傅华封等']]",古 蔺 县 的 著 名 人 物 都 有 谁 ？,请问古蔺县有哪些出名的人？,请问古蔺县有哪些著名的历史人物？,0.5948942303657532
"[['乾盛康中药泡腾片', '营养', '碳酸氢钠'], ['碳酸氢钠', '熔点', '270℃（分解）,270°C分解℃,851℃']]",你 知 道 乾 盛 康 中 药 泡 腾 片 的 营 养 的 熔 点 吗 ？,你知道乾盛康中药泡腾片的营养的熔点吗？,乾盛康中药泡腾片的营养成分的熔点是多少度？,0.6479516625404358
"[['太上忘情', '门派', '五毒'], ['五毒', '来自', '剑侠情缘网络版叁'], ['剑侠情缘网络版叁', '收费模式', '时间收费（月卡,点卡两种模式）']]",请 问 太 上 忘 情 的 门 派 的 来 自 的 收 费 模 式 是 什 么 样 的 ？,请问太上忘情的门派的来自的收费模式是什么样的？,太上忘情这个门派是来自哪个游戏？它的收费模式是怎样的？,0.6172436475753784
"[['岳常澧道', '归类', '清行政区划名']]",岳 常 澧 道 属 于 什 么 类 别 ？,有人知道岳常澧道属于什么类别吗？,请问岳常澧道属于哪一类行政区划名？,0.5293617844581604
"[['市场空隙', '前提', '跳出原有的思维定势']]",市 场 空 隙 的 前 提 是 什 么 ？,谁了解市场空隙的前提是什么？,市场空隙的前提是什么？,0.6436735987663269
"[['李春雪', '所在地', '浙江杭州市']]",李 春 雪 在 哪 里 ？,你知道李春雪在哪吗？,请问李春雪的所在地是哪里？,0.5787085890769958
"[['团圆饭（中国民俗）', '又叫', '“年夜饭”“团年饭']]",团 圆 饭 又 叫 什 么 ？,团圆饭又叫做什么？,团圆饭在中国又被称为什么？,0.6299163699150085
"[['微分方程', '发明人', '艾萨克·牛顿'], ['艾萨克·牛顿', '研究领域', '科学']]",微 分 方 程 的 发 明 人 的 研 究 领 域 是 什 么 ？,请说出微分方程的发明人的研究领域是什么？,微分方程的发明人艾萨克·牛顿的研究领域是什么？,0.6149101853370667
"[['可乐罐', '软件大小', '2.57 MB']]",可 乐 罐 的 软 件 大 小 是 多 少 ？,你知道可乐罐的软件有多大吗？,请问可乐罐的软件大小是多少？,0.6247820258140564
"[['武松打虎', '性质', '京剧'], ['京剧', '发源地', '徽州府']]",你 知 道 武 松 打 虎 的 性 质 的 发 源 地 是 哪 里 吗 ？,你知道武松打虎的性质的发源地是哪里吗？,请问武松打虎这一京剧的起源地是哪里？,0.6346098780632019
"[['柯林（歌手）', '爱好', '音乐表演、吉他、歌曲写作']]",柯 林 喜 欢 做 什 么 ？,你知道柯林有什么爱好吗？,柯林的爱好包括哪些？,0.571136474609375
"[['雅法城的黑疫病人', '地区', '巴黎'], ['巴黎', '机场', '奥利机场'], ['奥利机场', '机场代码', 'ORY']]",雅 法 城 的 黑 疫 病 人 的 地 区 的 机 场 的 代 码 是 多 少 ？,谁能告诉我雅法城的黑疫病人的地区的机场的机场代码是多少？,请问雅法城的黑疫病人的地区是巴黎，那么巴黎的奥利机场的机场代码是多少？,0.6576237678527832
"[['多格尔沙洲海战', '名称', '多格尔沙洲海战']]",你 知 道 多 格 尔 沙 洲 海 战 叫 什 么 吗 ？,多格尔沙洲海战的全称你知道吗？,请问多格尔沙洲海战的名称是什么？,0.7006286978721619
"[['技术站', '主要包括', '区段站和编组站']]",技 术 站 主 要 包 括 哪 些 ？,请问技术站包括哪些行业？,技术站主要包括哪些类型？,0.6080895662307739
"[['小嘴狐猴', '种', '小嘴狐猴']]",小 嘴 狐 猴 属 于 什 么 种 ？,小嘴狐猴是什么种的动物？,请问小嘴狐猴属于什么种？,0.655040979385376
"[['意大利烤鸡翅', '主要原料', '迷迭香'], ['迷迭香', '分布区域', '欧洲中部,北非地中海沿岸']]",意 大 利 烤 鸡 翅 的 主 要 原 料 主 要 分 布 在 哪 些 区 域 ？,意大利烤鸡翅的主要原料主要分布在哪些区域？,请问意大利烤鸡翅的主要原料迷迭香主要分布在哪些区域？,0.6572981476783752
"[['甘城辉煌乐园救世主（吉冈公威改编的漫画）', '原版名称', '甘城ブリリアントパーク']]",甘 城 辉 煌 乐 园 救 世 主 的 原 版 叫 什 么 ？,请问甘城辉煌乐园救世主的原版名称是什么？,请问《甘城辉煌乐园救世主》的原版名称是什么？,0.6991522312164307
"[['大铜钱叶蓼', '属', '蓼属']]",大 铜 钱 叶 蓼 是 什 么 属 的 ？,大铜钱叶蓼属于哪个属的植物,请问大铜钱叶蓼属于哪个属？,0.6198945641517639
"[['杰里·伦敦', '别名', 'Jerome'], ['Jerome', '沉船的名字', '泰坦尼克号'], ['泰坦尼克号', '排水量', '52310英吨(46328吨)']]",杰 里 · 伦 敦 的 别 名 的 沉 船 的 名 字 可 以 排 水 多 少 吨 ？,杰里·伦敦的别名的沉船的名字可以排水多少吨？,杰里·伦敦的别名泰坦尼克号的排水量是多少吨？,0.6436852812767029
"[['李栖凤（清初大臣）', '旗籍', '汉军镶红旗']]",李 栖 凤 的 旗 籍 是 什 么 ？,请回答出李栖凤的旗籍在哪？,请问李栖凤的旗籍是什么？,0.6006633043289185
"[['底特律红翼队', '总经理', 'Ken Holland']]",谁 是 底 特 律 红 翼 队 的 总 经 理 ？,请问底特律红翼队的总经理是谁啊？,请问底特律红翼队的总经理是谁？,0.7128537893295288
"[['小儿疳积', '多发群体', '5岁以下小儿']]",小 儿 疳 积 一 般 发 生 在 什 么 群 里 ？,你知道小儿疳积的多发群体是什么吗？,请问小儿疳积通常发生在哪个年龄段的孩子中？,0.6809516549110413
"[['Lphant', '支持', 'eDonkey网络']]",Lphant 支 持 什 么 ？,请问Lphant支持哪些东西？,请问Lphant支持的是哪个网络？,0.5975590944290161
"[['爱新觉罗·奕詝', '逝世地', '承德避暑山庄'], ['承德避暑山庄', '外文名称', 'Chengde Mountain Resort']]",你 知 道 爱 新 觉 罗 · 奕 詝 的 逝 世 地 用 英 文 怎 么 说 吗 ？,爱新觉罗·奕詝的逝世地用英文怎么说？,请问爱新觉罗·奕詝的逝世地用英文怎么说？,0.6416902542114258
"[['雷海青', '逝世时间', '公元756年']]",雷 海 青 是 什 么 时 候 逝 世 的 ？,雷海青什么时候死的？,请问雷海青是在哪一年去世的？,0.6080977916717529
"[['惊魂峡', '高度', '近百米']]",惊 魂 峡 有 多 高 ？,你知道惊魂峡高多少吗？,惊魂峡的高度大约是多少？,0.6132389903068542
"[['国际旅游岛商报', '改名时间', '2010年3月22日']]",国 际 旅 游 岛 商 报 是 什 么 时 候 改 名 的 ？,国际旅游岛商报是什么时候改名的？,请问国际旅游岛商报是在哪一天改名的？,0.6682913303375244
"[['法拉利430 Scuderia', '引擎类型', '4.3升V8自然吸气发动机']]",法 拉 利 430 Scuderia 的 引 擎 类 型 是 什 么 ？,法拉利430 Scuderia是什么类型的引擎？,请问法拉利430 Scuderia的引擎类型是什么？,0.6749575734138489
"[['东明县站', '站址', '山东省菏泽市东明县城关镇']]",东 明 县 站 在 什 么 地 方 ？,你知道东明县站的站址是什么吗？,请问东明县站位于哪里？,0.6410946846008301
"[['脊髓灰质炎疫苗', '剂型', '口服、针剂']]",脊 髓 灰 质 炎 疫 苗 是 什 么 剂 型 的 ？,你能告诉我脊髓灰质炎疫苗是片剂还是冲剂吗？,脊髓灰质炎疫苗有哪些剂型？,0.6901899576187134
"[['吉姆·莱姆利', '逝世时间', '2014年2月10日']]",请 问 吉 姆 · 莱 姆 利 是 什 么 时 候 死 的 ？,吉姆·莱姆利的逝世时间是什么时候？,吉姆·莱姆利是在哪一天去世的？,0.7010729908943176
"[['银翼战刃', '原作', '萨拉雷（刘怀）']]",你 知 道 银 翼 战 刃 的 原 著 是 什 么 吗 ？,什么是银翼战刃的原作？,银翼战刃的原作是什么？,0.6603670120239258
"[['管理科学文摘', '主管单位', '国家科学技术部']]",管 理 科 学 文 摘 的 主 管 单 位 是 什 么 ？,你知道管理科学文摘的主管单位是谁吗？,请问《管理科学文摘》的主管单位是哪个部门？,0.6765425801277161
"[['人造板', '主要包括', '胶合板、刨花（碎料）板和纤维板']]",人 造 板 主 要 包 括 哪 些 ？,请问人造板包括哪些行业？,请问人造板主要包含哪些类型？,0.6278560757637024
"[['党员通讯局', '前身', '中统']]",党 员 通 讯 局 的 前 身 是 什 么 ？,党员通讯局的以前叫什么名字？,请问党员通讯局的前身是什么？,0.6385563015937805
"[['有机硫农药', '用于', '防治植物病害']]",有 机 硫 农 药 用 于 什 么 ？,有机硫农药用于什么？,请问有机硫农药主要用于防治哪些植物病害？,0.693753182888031
"[['洛必达法则', '学科分类', '数学、微积分']]",洛 必 达 法 则 的 学 科 如 何 分 类 的 ？,洛必达法则属于几类学科？,请问洛必达法则属于哪些学科分类？,0.6838477253913879
"[['高等学校体育', '颁布时间', '1961年']]",高 等 学 校 体 育 是 什 么 时 候 颁 布 的 ？,请问是什么时候颁布的高等学校体育啊？,请问高等学校体育是在哪一年颁布的？,0.6558210849761963
"[['绝命律师成田诚', '作者', '高田'], ['高田', '中文名称', '高田村']]",绝 命 律 师 成 田 诚 的 作 者 的 中 文 名 称 是 什 么 ？,请问绝命律师成田诚的作者ic的记号是什么？,请问《绝命律师成田诚》的作者是谁？他的中文名字是什么？,0.6266837120056152
"[['断石乡', '土地面积', '2300公顷']]",你 知 道 断 石 乡 的 土 地 面 积 是 多 少 吗 ？,断石乡的土地面积有多大？,断石乡的土地面积是多少公顷？,0.6796159744262695
"[['比亚迪S6', '引擎类型', '1.5T/2.0L/2.4L L4发动机']]",比 亚 迪 S6 的 引 擎 类 型 是 什 么 ？,比亚迪S6的引擎类型是什么？,请问比亚迪S6的引擎类型是什么？,0.6528516411781311
"[['行政院大陆委员会', '上级机关', '行政院'], ['行政院', '副院长', '张善政']]",谁 是 行 政 院 大 陆 委 员 会 的 上 级 机 关 的 副 院 长 ？,谁是行政院大陆委员会的上级机关的副院长？,请问行政院大陆委员会的上级机关的副院长是谁？,0.7289013862609863
"[['黄庭外景经', '卷数', '3']]",黄 庭 外 景 经 一 共 有 多 少 卷 ？,《黄庭外景经》有多少卷？,请问《黄庭外景经》总共有多少卷？,0.7002748250961304
"[['蒂斯破', '身份', '“骄傲战队”10名主力成员之一']]",蒂 斯 破 是 什 么 身 份 啊 ？,请问蒂斯破是什么身份？,蒂 斯 破 是 什 么 身 份 啊 ？,0.6136676073074341
"[['三位一体（魔兽RPG地图亡者之夜的重武器）', '前提', '需要引导']]",三 位 一 体 的 前 提 是 什 么 ？,谁了解三位一体的前提是什么？,三位一体（魔兽RPG地图亡者之夜的重武器）的前提是什么？,0.6131399869918823
"[['内蒙古维信国际高尔夫度假村', '周边景点', '国航大厦'], ['国航大厦', '投资公司', '中国国际航空公司']]",内 蒙 古 维 信 国 际 高 尔 夫 度 假 村 的 周 边 景 点 是 哪 个 公 司 投 资 的 ？,请问投资内蒙古维信国际高尔夫度假村的周边景点的公司是？,内蒙古维信国际高尔夫度假村的周边景点是由哪家公司投资的呢？,0.7136378288269043
"[['公司的力量（2010年山西教育出版社出版的图书）', '页数', '297 页']]",《 公 司 的 力 量 》 有 多 少 页 ？,公司的力量这本书一共有多少页来着？,请问《公司的力量》这本书总共有多少页？,0.6101548671722412
"[['强震', '单位', '震级（M）']]",强 震 的 单 位 是 什 么 ？,强震的这本书是什么单位？,请问强震的单位是什么？,0.5831732153892517
"[['连江县政府教育局', '驻地', '马祖南竿岛']]",连 江 县 政 府 教 育 局 在 哪 里 ？,我想知道连江县政府教育局的驻地在哪里？,请问连江县政府的驻地是在哪里？,0.6856161952018738
