输入文本,生成问题,参考问题,改写问题,F1
"[['武松打虎', '性质', '京剧'], ['京剧', '发源地', '徽州府']]",你知道武松打虎的性质是哪里出产的吗?,你知道武松打虎的性质的发源地是哪里吗？,你知道武松打虎的性质是哪里出产的吗?,0.6346098780632019
"[['柯林（歌手）', '爱好', '音乐表演、吉他、歌曲写作']]",柯林喜欢做什么运动?,你知道柯林有什么爱好吗？,柯林喜欢做什么运动?,0.571136474609375
"[['雅法城的黑疫病人', '地区', '巴黎'], ['巴黎', '机场', '奥利机场'], ['奥利机场', '机场代码', 'ORY']]",请问雅法城的黑疫病人的地区的机场的代码是多少?,谁能告诉我雅法城的黑疫病人的地区的机场的机场代码是多少？,请问雅法城的黑疫病人的地区的机场的代码是多少?,0.6576237678527832
"[['多格尔沙洲海战', '名称', '多格尔沙洲海战']]",多格尔沙洲海战的名称是什么?,多格尔沙洲海战的全称你知道吗？,多格尔沙洲海战的名称是什么?,0.7006286978721619
"[['技术站', '主要包括', '区段站和编组站']]",你知道技术站主要包括哪些吗?,请问技术站包括哪些行业？,你知道技术站主要包括哪些吗?,0.6080896258354187
"[['小嘴狐猴', '种', '小嘴狐猴']]",小嘴狐猴是什么种的动物?,小嘴狐猴是什么种的动物？,小嘴狐猴是什么种的动物?,0.6550409197807312
"[['意大利烤鸡翅', '主要原料', '迷迭香'], ['迷迭香', '分布区域', '欧洲中部,北非地中海沿岸']]",请问意大利烤鸡翅的主要原料主要分布在哪些地方?,意大利烤鸡翅的主要原料主要分布在哪些区域？,请问意大利烤鸡翅的主要原料主要分布在哪些地方?,0.6572982668876648
"[['甘城辉煌乐园救世主（吉冈公威改编的漫画）', '原版名称', '甘城ブリリアントパーク']]",甘城辉煌乐园救世主原版叫什么?,请问甘城辉煌乐园救世主的原版名称是什么？,甘城辉煌乐园救世主原版叫什么?,0.6991521716117859
"[['大铜钱叶蓼', '属', '蓼属']]",大铜钱叶蓼是什么属的植物?,大铜钱叶蓼属于哪个属的植物,大铜钱叶蓼是什么属的植物?,0.6198945641517639
"[['杰里·伦敦', '别名', 'Jerome'], ['Jerome', '沉船的名字', '泰坦尼克号'], ['泰坦尼克号', '排水量', '52310英吨(46328吨)']]",杰里伦敦的别名的沉船的名字可以排水多少吨?,杰里·伦敦的别名的沉船的名字可以排水多少吨？,杰里伦敦的别名的沉船的名字可以排水多少吨?,0.6436852812767029
"[['李栖凤（清初大臣）', '旗籍', '汉军镶红旗']]",李栖凤的旗籍是什么,请回答出李栖凤的旗籍在哪？,李栖凤的旗籍是什么,0.6006633043289185
"[['底特律红翼队', '总经理', 'Ken Holland']]",谁是底特律红翼队的总经理?,请问底特律红翼队的总经理是谁啊？,谁是底特律红翼队的总经理?,0.7128537893295288
"[['小儿疳积', '多发群体', '5岁以下小儿']]",小儿积的多发群体是什么?,你知道小儿疳积的多发群体是什么吗？,小儿积的多发群体是什么?,0.6809516549110413
"[['Lphant', '支持', 'eDonkey网络']]",Lphant有什么支持?,请问Lphant支持哪些东西？,Lphant有什么支持?,0.5975590348243713
"[['爱新觉罗·奕詝', '逝世地', '承德避暑山庄'], ['承德避暑山庄', '外文名称', 'Chengde Mountain Resort']]",请问爱新觉罗奕的逝世地用英文怎么说?,爱新觉罗·奕詝的逝世地用英文怎么说？,请问爱新觉罗奕的逝世地用英文怎么说?,0.6416902542114258
"[['雷海青', '逝世时间', '公元756年']]",雷海青什么时候逝世的?,雷海青什么时候死的？,雷海青什么时候逝世的?,0.6080977916717529
"[['惊魂峡', '高度', '近百米']]",惊魂峡有多高?,你知道惊魂峡高多少吗？,惊魂峡有多高?,0.6132389903068542
"[['国际旅游岛商报', '改名时间', '2010年3月22日']]",国际旅游岛商报什么时候改名啊?,国际旅游岛商报是什么时候改名的？,国际旅游岛商报什么时候改名啊?,0.6682913303375244
"[['法拉利430 Scuderia', '引擎类型', '4.3升V8自然吸气发动机']]",法拉利430 Scuderia的引擎是什么类型?,法拉利430 Scuderia是什么类型的引擎？,法拉利430 Scuderia的引擎是什么类型?,0.6749576330184937
"[['东明县站', '站址', '山东省菏泽市东明县城关镇']]",东明县站的地址是哪里?,你知道东明县站的站址是什么吗？,东明县站的地址是哪里?,0.6410948634147644
"[['脊髓灰质炎疫苗', '剂型', '口服、针剂']]",脊髓灰质炎疫苗的剂型是什么啊?,你能告诉我脊髓灰质炎疫苗是片剂还是冲剂吗？,脊髓灰质炎疫苗的剂型是什么啊?,0.6901899576187134
"[['吉姆·莱姆利', '逝世时间', '2014年2月10日']]",吉姆莱姆利是什么时候逝世的?,吉姆·莱姆利的逝世时间是什么时候？,吉姆莱姆利是什么时候逝世的?,0.7010728716850281
"[['银翼战刃', '原作', '萨拉雷（刘怀）']]",你知道银翼战刃的原著是什么吗?,什么是银翼战刃的原作？,你知道银翼战刃的原著是什么吗?,0.6603670716285706
"[['管理科学文摘', '主管单位', '国家科学技术部']]",管理科学文摘的主管单位是什么?,你知道管理科学文摘的主管单位是谁吗？,管理科学文摘的主管单位是什么?,0.6765425801277161
"[['人造板', '主要包括', '胶合板、刨花（碎料）板和纤维板']]",人造板主要包括哪些?,请问人造板包括哪些行业？,人造板主要包括哪些?,0.6278560757637024
"[['党员通讯局', '前身', '中统']]",党员通讯局的前身是什么?,党员通讯局的以前叫什么名字？,党员通讯局的前身是什么?,0.6385563015937805
"[['有机硫农药', '用于', '防治植物病害']]",有机硫农药用于什么?,有机硫农药用于什么？,有机硫农药用于什么?,0.693753182888031
"[['洛必达法则', '学科分类', '数学、微积分']]",洛必达法则的学科如何分类的?,洛必达法则属于几类学科？,洛必达法则的学科如何分类的?,0.6838477849960327
"[['高等学校体育', '颁布时间', '1961年']]",高等学校体育是什么时候颁布的?,请问是什么时候颁布的高等学校体育啊？,高等学校体育是什么时候颁布的?,0.6558210849761963
"[['绝命律师成田诚', '作者', '高田'], ['高田', '中文名称', '高田村']]",绝命律师成田诚的作者的中文名是什么?,请问绝命律师成田诚的作者ic的记号是什么？,绝命律师成田诚的作者的中文名是什么?,0.6266837120056152
"[['断石乡', '土地面积', '2300公顷']]",你知道断石乡有多大面积吗?,断石乡的土地面积有多大？,你知道断石乡有多大面积吗?,0.6796159744262695
"[['比亚迪S6', '引擎类型', '1.5T/2.0L/2.4L L4发动机']]",比亚迪S6的引擎是什么类型?,比亚迪S6的引擎类型是什么？,比亚迪S6的引擎是什么类型?,0.6528516411781311
"[['行政院大陆委员会', '上级机关', '行政院'], ['行政院', '副院长', '张善政']]",谁是行政院大陆委员会的上级机关的副院长?,谁是行政院大陆委员会的上级机关的副院长？,谁是行政院大陆委员会的上级机关的副院长?,0.7289013862609863
"[['黄庭外景经', '卷数', '3']]",黄庭外景经有多少卷?,《黄庭外景经》有多少卷？,黄庭外景经有多少卷?,0.7002748250961304
"[['蒂斯破', '身份', '“骄傲战队”10名主力成员之一']]",你知道蒂斯破是什么身份的吗?,请问蒂斯破是什么身份？,你知道蒂斯破是什么身份的吗?,0.6136676073074341
"[['三位一体（魔兽RPG地图亡者之夜的重武器）', '前提', '需要引导']]",三位一体的前提是什么?,谁了解三位一体的前提是什么？,三位一体的前提是什么?,0.6131399869918823
"[['内蒙古维信国际高尔夫度假村', '周边景点', '国航大厦'], ['国航大厦', '投资公司', '中国国际航空公司']]",内蒙古维信国际高尔夫度假村的周边景点是哪个公司投资的?,请问投资内蒙古维信国际高尔夫度假村的周边景点的公司是？,内蒙古维信国际高尔夫度假村的周边景点是哪个公司投资的?,0.7136378288269043
"[['公司的力量（2010年山西教育出版社出版的图书）', '页数', '297 页']]",《公司的力量》这本书有多少页?,公司的力量这本书一共有多少页来着？,《公司的力量》这本书有多少页?,0.6101548671722412
"[['强震', '单位', '震级（M）']]",强震的单位是多少?,强震的这本书是什么单位？,强震的单位是多少?,0.5831732153892517
"[['连江县政府教育局', '驻地', '马祖南竿岛']]",连江县政府教育局的驻地在哪?,我想知道连江县政府教育局的驻地在哪里？,连江县政府教育局的驻地在哪?,0.6856161952018738
"[['四维控股', '证券代码', '600145']]",四维控股的证券代码是多少啊?,你知道四维控股的证券代码是多少吗？,四维控股的证券代码是多少啊?,0.6703287959098816
"[['安平生活网', '类别', '网络营销平台'], ['网络营销平台', '是指', '网站']]",安平生活网的类别指的是什么?,什么事安平生活网的类别？,安平生活网的类别指的是什么?,0.6346198320388794
"[['吴澜（古代人物）', '出生地', '杭州']]",吴澜的出生地在哪里?,谁能告诉我吴澜出生地是哪里？,吴澜的出生地在哪里?,0.6012406945228577
"[['88式狙击步枪', '使用国家', '中国']]",请问使用哪国的用户最多?,哪些国家在使用88式狙击步枪啊,请问使用哪国的用户最多?,0.689634382724762
"[['中转港', '目的', '中转']]",中转港的目的是什么?,中转港的目的是为了什么？,中转港的目的是什么?,0.6354072690010071
"[['给点阳光就灿烂', '歌曲原唱', '阿筎那'], ['阿筎那', '出生日期', '10月12日'], ['10月12日', '逝世名人', '张伯伦']]",请问给点阳光就灿烂的歌曲原唱的出生日期是哪天?,你知道给点阳光就灿烂的歌曲原唱的出生日期有哪个名人离世吗？,请问给点阳光就灿烂的歌曲原唱的出生日期是哪天?,0.6406363248825073
"[['2008年北京奥运会', '比赛项目', '28个大项、302个小项']]",你知道2008年北京奥运会有哪些比赛项目吗?,2008年北京奥运会有多少比赛项目？,你知道2008年北京奥运会有哪些比赛项目吗?,0.7274484038352966
"[['聚镇', '建筑形式', '板楼、小高层']]",聚镇的建筑形式是什么?,聚镇的建筑大多是几层的？,聚镇的建筑形式是什么?,0.623447597026825
"[['氢氧化钠', '化学式', 'NaOH']]",氢氧化钠的化学式是什么?,请问氢氧化钠的化学式怎么写啊？,氢氧化钠的化学式是什么?,0.657466471195221
"[['热带雨林生态系统', '主要特征', '全年温度高而温差小雨量充沛均匀']]",热带雨林生态系统的主要特征是什么?,我很好奇热带雨林生态系统有什么主要特征？,热带雨林生态系统的主要特征是什么?,0.68564373254776
"[['梦想直达', '节目类型', '国民创业真实秀']]",梦想直达是什么类型的节目?,梦想直达是什么类型的节目啊？,梦想直达是什么类型的节目?,0.6628174185752869
"[['开心大森林', '丛书名', '视觉拓展翻翻书系列']]",开心大森林的丛书叫什么?,请问开心大森林的丛书名叫什么？,开心大森林的丛书叫什么?,0.6847179532051086
"[['氙（稀有气体元素）', '电子排布', '[Kr] 4d 5s 5p']]",氙的电子排布是多少?,氙的电子排布是什么,氙的电子排布是多少?,0.6439709663391113
"[['美丽梦乡', '填词', '阿筎那'], ['阿筎那', '出生日期', '10月12日'], ['10月12日', '逝世名人', '张伯伦']]",我很好奇美丽梦乡的填词的出生日期是哪个名人忌日?,你知道美丽梦乡的填词的出生日期有哪个名人离世吗？,我很好奇美丽梦乡的填词的出生日期是哪个名人忌日?,0.6114588379859924
"[['中华人民共和国国务院新闻办公室', '邮编', '100010']]",中华人民共和国国务院新闻办公室的邮编是多少?,你能说出中华人民共和国国务院新闻办公室的邮编吗？,中华人民共和国国务院新闻办公室的邮编是多少?,0.755841076374054
"[['国文月刊', '编辑单位', '朱自清、叶圣陶等人']]",国文月刊的编辑单位是什么啊?,国文月刊归哪个单位编辑？,国文月刊的编辑单位是什么啊?,0.6378690600395203
"[['成本差异分析', '解释', '实际成本与标准成本的差额']]",成本差异分析是什么意思?,你可以解释一下成本差异分析的含义吗？,成本差异分析是什么意思?,0.6715097427368164
"[['气舍', '主要配伍', '配水突治瘿瘤']]",气舍的主要配伍是什么?,气舍的主要配伍是什么呀？,气舍的主要配伍是什么?,0.6480981111526489
"[['贺州市卫生健康委员会', '现任领导', '覃恩先(主任)']]",贺州市卫生健康委员会的现任领导叫什么?,你知道贺州市卫生健康委员会的现任领导是谁啊？,贺州市卫生健康委员会的现任领导叫什么?,0.7366183400154114
"[['安武村', '常住人口', '1118人']]",安武村的常住人口有多少?,你知道安武村经常住多少人啊？,安武村的常住人口有多少?,0.6130708456039429
"[['许博', '现效力球队', '石家庄永昌足球俱乐部'], ['石家庄永昌足球俱乐部', '总经理', '李霄鹏']]",谁是许博的现效力球队的总经理?,谁是许博的现效力球队的总经理？,谁是许博的现效力球队的总经理?,0.6364545226097107
"[['哈尔滨师范大学传媒学院', '教授', '22人']]",哈尔滨师范大学传媒学院有多少教授?,请问哈尔滨师范大学传媒学院有多少位教授？,哈尔滨师范大学传媒学院有多少教授?,0.7632872462272644
