输入文本,生成问题,参考问题,改写问题
"[['秦皇岛新澳海底世界', '展馆位置', '秦皇岛市海港区河滨路81号']]",你 知 道 秦 皇 岛 新 澳 海 底 世 界 的 展 馆 在 哪 里 吗 ？,秦皇岛新澳海底世界在哪里有人知道吗？,请问秦皇岛新澳海底世界的展馆位置在哪里？
"[['井浩', '入党日期', '2000年7月']]",你 知 道 井 浩 是 什 么 时 候 入 党 的 吗 ？,你知道井浩的入党日期是什么时候,井浩的入党日期是什么时候？
"[['D4射线', '制造者', 'GAFJ']]",谁 是 D4 射 线 的 制 造 者 ？,D4射线的制造者是哪个呢,请问D4射线的制造者是谁？
"[['结构力学（2006年清华大学出版社出版的图书）', '印刷日期', '2010年8月18日']]",结 构 力 学 是 什 么 时 候 印 刷 的 ？,结构力学的印刷日期是什么时候？,请问《结构力学》这本书是哪一天印刷的？
"[['山东金诚石化集团有限公司', '企业精神', '艰苦创业、团结拼博、追求高效']]",山 东 金 诚 石 化 集 团 有 限 公 司 的 企 业 精 神 是 什 么 ？,山东金诚石化集团有限公司的企业精神是什么？,请问山东金诚石化集团有限公司的企业精神是什么？
"[['乡村爱情故事（赵本山执导的乡村爱情剧）', '片头曲', '《老地方》']]",你 知 道 乡 村 爱 情 故 事 的 片 头 曲 是 什 么 吗 ？,乡村爱情故事的片头曲是什么来着？,请问乡村爱情故事的片头曲是什么？
"[['两当县人民政府', '县长', '郭省军']]",请 问 两 当 县 人 民 政 府 的 县 长 是 谁 ？,你知道两当县人民政府的县长是哪个,你知道两当县人民政府的县长是谁吗？
"[['边令诚', '事迹', '诬奏高、封二人无故弃地']]",边 令 诚 有 哪 些 事 迹 ？,边令诚有什么著名的事迹？,边令诚有哪些事迹？
"[['甑', '简体部首', '瓦']]",你 知 道 甑 的 简 体 字 怎 么 写 吗 ？,你知道甑字的偏旁是什么吗？,请问，您知道‘甑’这个字的简体部首是什么吗？
"[['中国2010年上海世博会云南馆', '展馆名称', '中国2010年上海世博会云南馆']]",中 国 2010 年 上 海 世 博 会 云 南 馆 的 展 馆 名 称 是 什 么 ？,你知道中国2010年上海世博会云南馆的名字吗？,请问中国2010年上海世博会云南馆的展馆名称是什么？
"[['中马铁路（马来西亚铁路线路）', '沿途城市', '哥打峇鲁、瓜拉登嘉楼、关丹、吉隆坡市']]",中 马 铁 路 的 沿 途 城 市 有 哪 些 ？,你知道中马铁路的沿途有哪些城市吗,中马铁路沿途经过哪些城市？
"[['兰陵颂', '作家', '练喻轩']]",兰 陵 颂 是 谁 写 的 ？,请告诉我兰陵颂由谁创作？,请问《兰陵颂》的作者是谁？
"[['邵云（《刺客信条编年史：中国》女主角）', '导师', '王阳明、朱久渊、埃齐奥']]",请 问 邵 云 的 导 师 是 谁 ？,我很好奇邵云的导师是谁?,邵云的导师是谁？
"[['中草药栽培技术（中国普通高等学校专科专业）', '修学年限', '三年']]",中 草 药 栽 培 技 术 的 修 学 年 限 是 多 少 ？,中草药栽培技术的修学年限是多长时间,请问中草药栽培技术的修学年限是多久？
"[['乌鼠', '粤语拼音', 'wu1 syu2']]",请 问 乌 鼠 用 中 文 拼 音 怎 么 拼 ？,在粤语中，乌鼠要怎么拼啊,乌鼠的粤语拼音怎么拼？
"[['今川义元（《织田信奈的野望》中的角色）', '部下', '太原雪斋、松平元康']]",谁 是 今 川 义 元 的 部 下 ？,你知道今川义元的手下都有谁,你知道今川义元的部下有哪些吗？
"[['少年冒险王（手机游戏）', '出版单位', '北京青年报网际传播技术有限公司']]",少 年 冒 险 王 是 哪 个 单 位 出 版 的 ？,请问少年冒险王是哪个单位出版的？,请问《少年冒险王》是哪个单位出版的？
"[['万科美景魅力之城', '交房时间', '2016-12']]",万 科 美 景 魅 力 之 城 的 交 房 时 间 是 什 么 时 候 ？,万科美景魅力之城的交房时间是什么时候,请问万科美景魅力之城的交房时间是什么时候？
"[['中国历史地理（北京大学提供的慕课课程）', '开课时间', '2017年春夏（首次）']]",中 国 历 史 地 理 是 什 么 时 候 开 课 的 ？,中国历史地理的开课时间是什么时候,中国历史地理这门课是哪一年春季和夏季首次开课的？
"[['印度航空182号航班事故', '死亡人数', '329人死亡']]",你 知 道 印 度 航 空 182 号 航 班 事 故 有 多 少 人 死 亡 吗 ？,印度航空182号航班事故的死亡人数有多少？,请问印度航空182号航班事故中有多少人死亡？
"[['宣肺化痰', '治疗', '外感风寒，痰涎壅肺']]",请 问 宣 肺 化 痰 的 治 疗 方 法 是 什 么 ？,我想知道宣肺化痰可以治疗什么？,请问宣肺化痰的疗法是用来治疗什么病症的？
"[['万木草堂', '现任馆长', '王煦童']]",请 问 万 木 草 堂 现 在 的 馆 长 是 谁 ？,万木草堂现在谁是馆长,请问万木草堂的现任馆长是谁？
"[['古格藏香坊', '隶属公司', '华藏香堂']]",古 格 藏 香 坊 隶 属 于 哪 个 公 司 ？,你了解古格藏香坊属于什么公司吗？,请问古格藏香坊是哪个公司的？
"[['一碗水村（湖南省张家界市永定区西溪坪街道下辖行政村）', '村域面积', '1880亩']]",一 碗 水 村 的 面 积 有 多 大 ？,一碗水村的面积有多大,请问一碗水村的面积是多少？
"[['Kazaky', '成员人数', '4人']]",你 知 道 Kazaky 的 成 员 人 数 吗 ？,谁知道Kazaky一共有几个人啊？,Kazaky 有多少成员？
"[['何新贵', '发表论文数量', '130多篇（截至2019年7月）']]",何 新 贵 发 表 了 多 少 篇 论 文 ？,你知道何新贵发了几篇paper,何新贵截至2019年7月发表了多少篇论文？
"[['117（自然数之一）', '四进制', '1311']]",117 的 四 进 制 是 什 么 ？,告诉我117的四进制啊,117 在 四 进 制 下 是 什 么 ？
"[['245国道', '途经省份', '四川、云南']]",你 知 道 245 国 道 途 径 哪 些 省 份 吗 ？,你知道245国道途经哪些省份吗,请问245国道经过哪些省份？
"[['开天辟地（2014年心动游戏开发网页游戏）', '游戏题材', '神话']]",开 天 辟 地 的 游 戏 题 材 是 什 么 ？,请问开天辟地属于什么题材的游戏？,请问开天辟地这款网页游戏的题材是什么？
"[['干果', '营养成分', '蛋白质、维生素、脂质等']]",你 知 道 干 果 有 哪 些 营 养 成 分 吗 ？,干果有哪些营养成分？,干果都含有哪些营养成分？
"[['金属恶魔牛', '罕贵度', '银碎SER']]",金 属 恶 魔 牛 的 罕 贵 度 是 多 少 ？,你了解金属恶魔牛的罕贵度吗？,请问金属恶魔牛的罕贵度是多少？
"[['HIGH SCORE（漫画）', '连载时间', '1995年3月3日']]",你 知 道 High SCORE 是 什 么 时 候 连 载 的 吗 ？,HIGH SCORE连载时间是什么,请问 High SCORE 是哪一天开始连载的？
"[['丰臣秀吉（日本游戏《战国无双》系列中人物）', '伙伴', '前田利家']]",你 知 道 丰 臣 秀 吉 的 伙 伴 是 谁 吗 ？,丰臣秀吉的朋友都有谁,丰臣秀吉在日本游戏《战国无双》系列中的伙伴是谁？
"[['梁带村遗址', '东西长', '600米']]",梁 带 村 遗 址 的 东 西 有 多 长 ？,你知道梁带村遗址从西边到东边一共多少公里长？,请问梁带村遗址的东边和西边相距多少米？
"[['dig dig dig', '主讲教师', '韩娟']]",你 知 道 dig dig dig Dig 的 主 讲 教 师 是 谁 吗 ？,你认识dig dig dig的主讲老师吗,请问dig dig dig的主讲教师是谁？
"[['七里香溪（桐城市楼盘七里香溪）', '装修情况', '毛坯']]",请 问 七 里 香 溪 的 装 修 情 况 如 何 ？,七里香溪的装修情况怎么样,请问七里香溪的装修情况是怎样的？
"[['中国特色社会主义理论与实践研究（暨南大学提供的慕课课程）', '开课时间', '2018年04月02日（首次）']]",中 国 特 色 社 会 主 义 理 论 与 实 践 研 究 的 开 课 时 间 是 什 么 时 候 ？,你知道中国特色社会主义理论与实践研究什么时间开课的嘛,请问中国特色社会主义理论与实践研究这门课程是哪一天开始上课的？
"[['白羊座（天文学）', '面积排名', '第39位']]",你 知 道 白 羊 座 的 面 积 是 多 少 吗 ？,我想知道白羊座我面积排多少？,请问白羊座的面积排名是多少？
"[['江苏省普通高中星级评估', '组织机构', '江苏省教育厅']]",请 问 江 苏 省 普 通 高 中 星 级 评 估 的 组 织 机 构 是 什 么 ？,请问江苏省普通高中星级评估属于什么机构？,请问江苏省普通高中星级评估的组织机构是哪个部门？
"[['最爱是中华', '导师', '康震、王立群、纪连海、毛佩琪']]",请 问 最 爱 是 中 华 的 导 师 是 谁 ？,最爱是中华的导师都有谁？,你知道最爱是中华的导师是谁吗？
"[['001（美国和加拿大的国际区号）', '使用国家', '美国、加拿大']]",请 问 001 是 哪 个 国 家 使 用 的 ？,哪些国家在使用001啊,请问 001 这个国际区号是哪个国家使用的？
"[['国际人类基因组计划1%（3号染色体短臂末端）基因组测序', '项目编号', 'Z-106-2-02']]",国 际 人 类 基 因 组 计 划 1 % 的 项 目 编 号 是 什 么 ？,请问国际人类基因组计划1%的项目编号是什么啊？,请问国际人类基因组计划1%的基因组测序项目编号是多少？
"[['Brain驱动器', '制造者', '克里斯塔尔·帕普勒']]",你 知 道 Brain 驱 动 器 是 谁 制 造 的 吗 ？,你知道Brain驱动器的制造者吗,Brain驱动器是谁制造的？
"[['三（挪威1971年Nicole Macé执导电影）', '胶片长度', '2370 m']]",请 问 三 的 胶 片 有 多 长 ？,三的胶片长度是多少,请问电影三的胶片长度是多少？
"[['kozi', '喜好', '猫、日本茶']]",你 知 道 kozi 喜 欢 干 什 么 吗 ？,你知道kozi的喜好有什么吗,kozi 喜欢什么？
"[['战争和战略问题', '主旨', '中国革命只能靠武装斗争解决问题']]",战 争 和 战 略 问 题 的 主 旨 是 什 么 ？,战争和战略问题的主旨是什么？,请问战争和战略问题的主旨是什么？
"[['黑龙江嫩江联合省', '会议时间', '1947年2月2日']]",黑 龙 江 嫩 江 联 合 省 的 会 议 时 间 是 什 么 时 候 ？,什么时候召开了黑龙江嫩江联合省？,黑龙江嫩江联合省会议是在哪一天举行的？
"[['W32.Sasser.Worm', '发现', '2004 年 4 月 30 日']]",你 知 道 W32. Sasser. Worm 是 什 么 时 候 发 现 的 吗 ？,W32.Sasser.Worm是被谁发现的？,请问 W32. Sasser. Worm 是在什么时候被发现的？
"[['一声所爱·大地飞歌', '重播时间', '每周日晚10:00']]",一 声 所 爱 · 大 地 飞 歌 的 重 播 时 间 是 什 么 时 候 ？,一声所爱·大地飞歌的重播时间是什么时候的,请问一声所爱·大地飞歌的每周重播时间是什么时候？
"[['㐆', '字形结构', '独体']]",你 知 道 的 字 形 结 构 是 什 么 吗 ？,㐆的字形结构是什么,请问㐆的字形结构是什么？
"[['克罗地亚国家男子足球队', 'FIFA排名', '第6位（2020年6月11日）']]",你 知 道 克 罗 地 亚 国 家 男 子 足 球 队 的 排 名 吗 ？,克罗地亚国家男子足球队的FIFA排名是什么,请问克罗地亚国家男子足球队在2020年6月11日的FIFA排名是多少？
"[['东北剿匪记', '上星日期', '2015年3月25日']]",东 北 剿 匪 记 是 什 么 时 候 上 映 的 ？,有谁知道东北剿匪记的上星日期是什么时候,请问《东北剿匪记》是哪一天开始播出的？
"[['下萨克森州', '著名高校', '布伦瑞克工业大学']]",下 萨 克 森 州 有 哪 些 著 名 高 校 ？,下萨克森州的著名的大学有哪些,下萨克森州有哪些著名高校？
"[[""It's Over"", '版权所有', '天娱音乐']]",你 知 道 It's Over 的 版 权 归 谁 所 有 吗 ？,你知道It's Over版权属于谁吗,请问 It's Over 的版权归谁所有？
"[['复苏的魔女', '出版单位', '天津电子出版社有限公司']]",《 复 苏 的 魔 女 》 是 哪 个 单 位 出 版 的 ？,复苏的魔女由哪个单位出版？,请问《复苏的魔女》是哪个出版社出版的？
"[['永登暗沙', '经度', '东经114度38分—44分']]",永 登 暗 沙 的 经 度 是 多 少 ？,永登暗沙的经度范围是什么？,请问永登暗沙的经度是多少？
"[['中华田园犬', '性格特点', '温顺忠实、热情友善、聪明机警']]",中 华 田 园 犬 有 哪 些 性 格 特 点 ？,中华田园犬的性格有什么特点,中华田园犬的性格特点有哪些？
"[['三道沟村（云南曲靖市罗平县九龙镇下辖村）', '降水量', '1250毫米']]",三 道 沟 村 的 降 水 量 是 多 少 ？,三道沟村的降水量多少,请问三道沟村的降水量是多少？
"[['乔安（电视剧《你好乔安》中的女主角）', '闺蜜', '倪好']]",谁 是 乔 安 的 闺 蜜 ？,你知道乔安的闺蜜是谁吗,请问乔安的闺蜜是谁？
"[['城市规划师', '考试时间', '10 月中旬']]",城 市 规 划 师 的 考 试 时 间 是 什 么 时 候 ？,你什么时候参加的城市规划师考试的啊？,请问城市规划师的考试时间是什么时候？
"[['G6025次', '途经省份', '湖南、广东']]",G6025 次 途 径 哪 些 省 份 ？,你知道G6025次途经哪里嘛,请问G6025次途经哪些省份？
"[['尚蛙会员联盟', '实现', '分析客户信息得出相应的分析数据']]",尚 蛙 会 员 联 盟 实 现 了 什 么 ？,尚蛙会员联盟应实现？,尚蛙会员联盟实现了什么？
"[['上海音乐学院管弦系', '院歌', '国立音乐院院歌']]",上 海 音 乐 学 院 管 弦 系 的 院 歌 叫 什 么 ？,大家知道上海音乐学院管弦系的院歌是什么吗,请问上海音乐学院管弦系的院歌是什么？
"[['天津县新志', '责任者', '高凌雯']]",天 津 县 新 志 的 责 任 者 是 谁 ？,谁知道天津县新志的负责人是谁？,你知道天津县新志的责任者是谁吗？
"[['飓风威尔玛', '死亡人数', '23人直接 40人间接']]",飓 风 威 尔 玛 的 死 亡 人 数 是 多 少 ？,飓风威尔玛死了多少人？,飓风威尔玛的死亡人数是多少？
"[['黄滔（四川省一级裁判员）', '属地', '成都']]",黄 滔 属 于 哪 里 ？,黄滔他的属地在哪？,请问黄滔的属地是哪里？
"[['科托卡国际机场', '三字代码', 'ACC']]",科 托 卡 国 际 机 场 的 三 字 代 码 是 什 么 ？,什么是科托卡国际机场的三字代码？,科托卡国际机场的三字代码是什么？
"[['上海公交14路', '途经地区', '上海市黄浦区、虹口区、杨浦区']]",上 海 公 交 14 路 途 径 哪 些 地 方 ？,你知道上海公交14路途经哪些地区,请问上海公交14路经过哪些地区？
"[['当代联坛青年五人作品集', '出版单位', '中国诗词楹联出版社']]",请 问 当 代 联 坛 青 年 五 人 作 品 集 是 哪 个 单 位 出 版 的 ？,当代联坛青年五人作品集是哪个单位出版的？,请问《当代联坛青年五人作品集》的出版单位是哪家出版社？
