输入文本,生成问题,参考问题,改写问题
"[['马元坤', '父亲', '马云'], ['马云', '国籍', '中国']]",马 元 坤 的 父 亲 先 生 的 国 籍 是 什 么 ？,你们知道马元坤的父亲先生的国籍吗？,马元坤的父亲马云的国籍是什么？
"[['法治的追求', '副标题', '理念'], ['理念', '释义2', '观念']]",法 治 的 追 求 的 副 标 题 有 什 么 释 义 ？,法治的追求的副标题有什么释义？,请问法治的追求的副标题的释义是什么？
"[['2-甲基-2,4-戊二醇聚氧丙烯聚氧乙烯醚', '别称', '己二醇'], ['己二醇', '化学品类别', '有机物--醇类']]","请 问 2 - 甲 基 - 2, 4 - 戊 二 醇 聚 氧 丙 烯 聚 氧 乙 烯 醚 的 别 称 是 哪 个 种 类 的 化 学 品 ？","2-甲基-2,4-戊二醇聚氧丙烯聚氧乙烯醚的别称属于什么化学品？","请问2-甲基-2,4-戊二醇聚氧丙烯聚氧乙烯醚的别称属于哪一类有机物？"
"[['房屋裂缝检测与处理技术规程', '作者', '湖南大学'], ['湖南大学', '博士后流动站', '25']]",房 屋 裂 缝 检 测 与 处 理 技 术 规 程 的 作 者 是 在 哪 里 获 得 的 ？,房屋裂缝检测与处理技术规程的作者有多少个博士后流动站？,请问，房屋裂缝检测与处理技术规程的作者是从哪个博士后流动站获得的？
"[['郑全', '派别', '张派'], ['张派', '创始人', '张君秋']]",郑 全 的 派 别 的 创 始 人 是 谁 ？,郑全的派别的创始人是谁？,请问郑全的派别创始人是谁？
"[['自然条件因素', '因素', '洪涝'], ['洪涝', '危害', '财产安全']]",自 然 条 件 因 素 的 因 素 有 什 么 危 害 ？,自然条件因素的因素有什么危害？,自然条件因素中，洪涝会对什么造成危害？
"[['MUSTANG GT', '中文名称', '福特野马'], ['福特野马', '品牌', '福特FORD']]",MUSTANG GT 的 中 文 名 称 车 是 什 么 牌 子 的,MUSTANG GT的中文名称车是什么牌子的,福特野马这个车子的中文名称是什么牌子？
"[['AppleMobileDeviceService.exe', '作者', '苹果公司'], ['苹果公司', '年营业额', '1,827.95,亿美元（2014年）']]",你 知 道 AppleMobileDeviceService. exe 的 作 者 年 营 业 额 是 多 少 吗 ？,你知道AppleMobileDeviceService.exe的作者的年营业额是多少吗？,请问AppleMobileDeviceService.exe的作者是哪家公司，以及这家公司在2014年的年营业额是多少？
"[['酱爆鱿鱼须', '方法', '爆炒'], ['爆炒', '中文名', '爆炒']]",请 问 酱 爆 鱿 鱼 须 的 方 法 是 用 什 么 工 艺 制 成 的 ？,酱爆鱿鱼须的方法鱿鱼是用什么工艺制成的？,请问酱爆鱿鱼须是用什么方法炒制的？
"[['于非', '代表作品', '战火四千金'], ['战火四千金', '首播频道', '山东齐鲁频道']]",于 非 的 代 表 作 品 在 哪 个 频 道 首 播 ？,于非的代表作品在哪个频道首播？,请问于非的代表作品《战火四千金》是在哪个频道首播的？
"[['开水炉', '又称', '茶水炉'], ['茶水炉', '构造', '炉膛']]",你 知 道 开 水 炉 的 又 称 的 主 要 构 成 吗 ？,你知道开水炉的又称的主要构成吗？,请问开水炉的构造主要是什么？
"[['百脂牌蚁灵芝胶囊', '主要成分', '刺五加'], ['刺五加', '毒性', '无毒']]",百 脂 牌 蚁 灵 芝 胶 囊 的 主 要 成 分 的 毒 性 如 何 ？,百脂牌蚁灵芝胶囊的主要成分的毒性如何？,百脂牌蚁灵芝胶囊的主要成分的毒性如何？
"[['袁煦圻', '国籍', '光绪'], ['光绪', '人物', '爱新觉罗·载湉'], ['爱新觉罗·载湉', '逝世地', '中南海瀛台']]",请 问 袁 煦 圻 的 国 籍 的 人 物 是 在 哪 里 去 世 的 ？,请问袁煦圻的国籍的人物是在哪里去世的？,袁煦圻的国籍是哪个国家，这个国家的人是在哪里去世的？
"[['四川天源油橄榄有限公司', '经营范围', '油橄榄'], ['油橄榄', '中文学名', '木犀榄'], ['木犀榄', '族', '木犀榄族']]",四 川 天 源 油 橄 榄 有 限 公 司 的 经 营 范 围 的 中 文 学 名 属 于 什 么 族 ？,有人知道四川天源油橄榄有限公司的经营范围的中文学名属于什么族吗？,四川天源油橄榄有限公司的经营范围中的油橄榄，它的中文学名属于哪个族？
"[['刘力扬', '代表作品', '礼物'], ['礼物', '编曲', '刘力扬']]",刘 力 扬 的 代 表 作 品 的 编 曲 是 谁 ？,你知道刘力扬的代表作品的编曲是谁吗？,请问刘力扬的代表作品的编曲是谁？
"[['高等教育与经济协调发展', '作者', '范明'], ['范明', '工作单位', '江苏南京军区前线话剧团']]",高 等 教 育 与 经 济 协 调 发 展 的 作 者 在 哪 里 工 作 ？,高等教育与经济协调发展的作者在哪个单位工作？,请问《高等教育与经济协调发展》的作者是谁，他目前在哪里工作？
"[['宝莲灯前传', '拍摄地点', '涿州影视城'], ['涿州影视城', '经营理念', '影视为表,旅游为里,文化为魂']]",宝 莲 灯 前 传 的 拍 摄 地 点 的 经 营 理 念 如 何 ？,宝莲灯前传的拍摄地点的经营理念如何？,涿州影视城作为《宝莲灯前传》的拍摄地点，其经营理念是怎样的呢？
"[['金光道长', '饰演', '韩栋'], ['韩栋', '代表作品', '天龙八部'], ['天龙八部', '监制', '萧笙']]",金 光 道 长 的 饰 演 的 代 表 作 品 的 监 制 是 哪 位 ？,金光道长的饰演的代表作品的监制是哪位？,请问金光道长所饰演的代表作品的监制是谁？
"[['WPKI', '简称', 'PKI'], ['PKI', '中文名', '公钥基础设施'], ['公钥基础设施', '英文简称', 'PKI']]",WPKI 的 简 称 的 中 文 名 的 英 文 简 称 是 什 么 ？,什么是WPKI的简称的中文名的英文简称？,请问WPKI的简称是什么？它的中文名是什么？以及它的英文简称为何？
"[['战争之王', '中文名', '罗德'], ['罗德', '生日', '6月20日']]",战 争 之 王 的 中 文 名 是 几 月 几 日 出 生 的 ？,战争之王的中文名是几月几日出生的？,请问战争之王的中文名是几月几日出生的？
"[['冰护', '分类', '抗冻剂'], ['抗冻剂', '类型', '乙醇'], ['乙醇', '危险性符号', 'S7 S16 S36 S45 S36/S37']]",冰 护 的 分 类 的 类 型 的 危 险 性 符 号 是 什 么 ？,冰护的分类的类型的危险性符号是什么？,冰护的分类属于哪一类，它的危险性符号有哪些？
"[['郑州妇女干部学校', '隶属于', '河南省妇女联合会'], ['河南省妇女联合会', '机构设置', '办公室']]",郑 州 妇 女 干 部 学 校 的 隶 属 于 设 置 了 哪 些 机 构 ？,郑州妇女干部学校的隶属于有什么机构？,请问郑州妇女干部学校隶属于哪些机构？
"[['衢州市柯城区人民医院', '医院类型', '人民医院'], ['人民医院', '医院类型', '综合性医院']]",衢 州 市 柯 城 区 人 民 医 院 的 医 院 类 型 是 什 么 类 型 的 ？,彭州市衢州市柯城区人民医院的医院类型是什么类型的？,请问衢州市柯城区人民医院属于哪一种医院类型？
"[['浙江升华拜克生物股份有限公司', '经营范围', '马杜霉素'], ['马杜霉素', '注意事项', '泰妙菌素'], ['泰妙菌素', '分子量', '609.8']]",浙 江 升 华 拜 克 生 物 股 份 有 限 公 司 的 经 营 范 围 的 注 意 事 项 的 分 子 量 是 多 少 ？,浙江升华拜克生物股份有限公司的经营范围的注意事项的分子量是多少？,浙江升华拜克生物股份有限公司的经营范围的注意事项的分子量是多少？
"[['托尼·史塔克', '所属团队', '神盾局'], ['神盾局', '局长', '尼克·弗瑞']]",托 尼 · 史 塔 克 的 所 属 团 队 局 长 是 谁 ？,托尼·史塔克的所属团队局长是谁？,托尼·史塔克所在的团队，其负责人是谁？
"[['慈济人间的海峡医神', '作者', '河池'], ['河池', '特产', '香猪']]",慈 济 人 间 的 海 峡 医 神 的 作 者 有 哪 些 特 产 ？,慈济人间的海峡医神的作者有哪些特产？,请问慈济人间的海峡医神的作者是哪里人，那里有什么特产？
"[['乾盛康中药泡腾片', '营养', '碳酸氢钠'], ['碳酸氢钠', '熔点', '270℃（分解）,270°C分解℃,851℃']]",你 知 道 乾 盛 康 中 药 泡 腾 片 的 营 养 的 熔 点 吗 ？,你知道乾盛康中药泡腾片的营养的熔点吗？,乾盛康中药泡腾片的营养成分的熔点是多少度呢？
"[['奥村雪男', '哥哥', '奥村燐'], ['奥村燐', '家人', '奥村雪男（弟弟）\xa0撒旦（父亲）']]",奥 村 雪 男 的 哥 哥 的 家 人 是 谁 ？,请问奥村雪男的哥哥的家人有哪些？,奥村雪男的哥哥的家人包括谁？
"[['芝加哥公牛队史', '地区', '芝加哥'], ['芝加哥', '著名高校', '西北大学'], ['西北大学', '研究生', '10,759人（2011年秋季）']]",请 问 芝 加 哥 公 牛 队 史 的 地 区 的 著 名 高 校 的 研 究 生 有 多 少 人 ？,请问芝加哥公牛队史的地区的著名高校的研究生有多少人？,芝加哥公牛队史的地区是哪里？那里有哪些著名的高校？其中，这些高校的研究生人数在2011年秋季有多少？
"[['浆糊·爱', '作者', '宁财神'], ['宁财神', '好友', '俞白眉'], ['俞白眉', '妻子', '代乐乐']]",浆 糊 · 爱 的 作 者 的 好 友 的 妻 子 叫 什 么 ？,浆糊·爱的作者的好友的妻子叫什么？,请问《浆糊·爱》的作者的好友的妻子叫什么名字？
"[['梦幻世界穿越记', '作者', '中国银行'], ['中国银行', '公司名称', '中国银行']]",谁 知 道 梦 幻 世 界 穿 越 记 的 作 者 的 名 字 叫 什 么 ？,谁知道梦幻世界穿越记的作者100周年纪念钞是由哪个单位发行的？,请问梦幻世界穿越记的作者是谁？
"[['德国皇帝', '字号', '威廉一世'], ['威廉一世', '母亲', '梅克伦堡-施特雷利茨郡主路易丝']]",有 人 知 道 德 国 皇 帝 的 字 号 的 母 亲 是 哪 位 吗 ？,有人知道德国皇帝的字号的母亲是哪位吗？,请问德国皇帝的字号是谁的母亲？
"[['李小雨', '代表作品', '最后一分钟'], ['最后一分钟', '选自', '人教版小学五年级上册七单元24课']]",你 知 道 李 小 雨 的 代 表 作 品 选 自 哪 里 吗 ？,你知道李小雨的代表作品选自什么吗？,请问李小雨的代表作品是选自哪里？
"[['苏格拉底/重读先哲', '副标题', '苏格拉底'], ['苏格拉底', '主要领域', '伦理学']]",苏 格 拉 底 / 重 读 先 哲 的 副 标 题 从 事 于 哪 些 领 域 ？,苏格拉底/重读先哲的副标题的主要研究领域有哪些？,苏格拉底 / 重读先哲的副标题涉及了哪些主要领域？
"[['老年节', '别名', '重阳节'], ['重阳节', '节日活动', '踏秋']]",老 年 节 的 别 名 有 哪 些 传 统 习 俗 ？,老年节的别名有哪些传统习俗？,请问老年节有哪些传统习俗？
"[['曾今可', '出生地', '泰和县'], ['泰和县', '政府驻地', '澄江镇'], ['澄江镇', '车牌代码', '赣D']]",曾 今 可 的 出 生 地 的 政 府 驻 地 的 车 牌 代 码 是 什 么 ？,曾今可的出生地的政府驻地的车牌代码是什么？,请问曾今可的出生地的政府驻地的车牌代码是什么？
"[['西安机电信息技术研究所', '别称', '中国兵器工业集团公司'], ['中国兵器工业集团公司', '年营业额', '4002亿元(2014年)']]",西 安 机 电 信 息 技 术 研 究 所 的 别 称 年 营 业 额 是 多 少 ？,西安机电信息技术研究所的别称年营业额是多少？,请问西安机电信息技术研究所的别称对应的年营业额是多少？
"[['曼谷', '制片人', '叶巍民'], ['叶巍民', '代表作品', '干得漂亮'], ['干得漂亮', '上星平台', '辽宁卫视']]",请 问 曼 谷 的 制 片 人 的 代 表 作 品 在 哪 个 平 台 播 放 ？,你知道曼谷的制片人的代表作品在哪个平台播放吗？,请问曼谷的制片人的代表作品在哪个平台播出？
"[['叉烧姜葱捞面', '主要原料', '高汤'], ['高汤', '主要食材', '骨头']]",叉 烧 姜 葱 捞 面 的 主 要 原 料 要 用 到 什 么 ？,请问叉烧姜葱捞面的主要原料的主要食材是什么？,叉烧姜葱捞面的主要原料是什么？
"[['张翰', '代表作品', '隋唐演义'], ['隋唐演义', '集数', '62集']]",张 翰 的 代 表 作 品 一 共 有 多 少 集 ？,张翰的代表作品一共有多少集？,张翰的代表作《隋唐演义》总共有多少集？
"[['美国地理', '主要湖泊', '苏必利尔湖'], ['苏必利尔湖', '流入', '尼皮贡河（Nipigon）,圣路易河(St. Louis),鸽子河(Pigeon),皮克河(Pic),白河 (安大略省)']]",美 国 地 理 的 主 要 湖 泊 流 入 哪 些 河 流 ？,美国地理的主要湖泊流入哪些河流？,美国地理中的主要湖泊有哪些河流流入？
"[['罗砂', '儿女', '我爱罗'], ['我爱罗', '师傅', '马基']]",你 知 道 罗 砂 的 儿 女 的 作 者 是 谁 吗 ？,你知道罗砂的儿女的作者是谁吗？,请问罗砂的儿女的作者是谁？
"[['瑙玛', '籍贯', '镶黄旗'], ['镶黄旗', '建立于', '明万历四十三年(公元1615年)']]",请 问 瑙 玛 的 籍 贯 是 什 么 时 候 开 始 有 的 ？,你知道瑙玛的籍贯是什么时候开始有的吗？,瑙玛的籍贯是什么时候建立的？
"[['上海锐英信息安全技术有限公司', '总部地点', '上海浦东软件园'], ['上海浦东软件园', '荣誉', '国家软件产业基地']]",你 知 道 上 海 锐 英 信 息 安 全 技 术 有 限 公 司 的 总 部 地 点 获 得 过 什 么 荣 誉 吗 ？,你知道上海锐英信息安全技术有限公司的总部地点获得过什么荣誉吗？,请问上海锐英信息安全技术有限公司的总部地点获得了哪些荣誉？
"[['黑化股份', '产品服务', '苯酚'], ['苯酚', '危险品运输编号', 'UN 2821 6.1/PG 2']]",请 问 黑 化 股 份 的 产 品 服 务 的 危 险 品 运 输 编 号 是 什 么 ？,黑化股份的产品服务的危险品运输编号是多少？,请问黑化股份的苯酚产品服务的危险品运输编号是多少？
"[['飞龙在天', '作品出处', '读书网'], ['读书网', '由来', '纪念1917年中国现代文学运动']]",请 问 飞 龙 在 天 的 作 品 出 处 是 由 什 么 来 的 ？,飞龙在天的作品出处的由来是什么？,飞龙在天的作品出处有什么历史背景吗？
"[['格鲁比', '中文名', '伯爵与妖精'], ['伯爵与妖精', '原版名称', '伯爵と妖精']]",格 鲁 比 的 中 文 名 原 名 什 么 ？,谁知道格鲁比的中文名原版叫什么？,请问，格鲁比的中文名是什么？它的原版名称又是什么呢？
"[['春灯', '用途', '春节'], ['春节', '持续时间', '4000余年']]",春 灯 的 用 途 有 多 长 时 间 ？,春灯的用途有多长时间？,春灯的用途持续了多久？
"[['第三届中国摄影艺术节', '主办单位', '中国摄影家协会'], ['中国摄影家协会', '现任主席', '王瑶']]",第 三 届 中 国 摄 影 艺 术 节 的 主 办 单 位 现 在 的 主 席 是 谁 ？,第三届中国摄影艺术节的主办单位现在的主席是谁？,请问，第三届中国摄影艺术节的主办单位现任主席是谁？
"[['休斯敦火箭队', '知名人物', '詹姆斯·哈登'], ['詹姆斯·哈登', '专业特点', '欧洲步']]",休 斯 敦 火 箭 队 的 知 名 人 物 有 什 么 专 业 特 点 ？,你知道休斯敦火箭队的知名人物有什么特点吗？,休斯敦火箭队有哪些知名人物，他们的专业特点是什么？
"[['肉丸豆腐蛋汤', '主要原料', '四喜丸子'], ['四喜丸子', '菜系', '豫菜系']]",请 问 肉 丸 豆 腐 蛋 汤 的 主 要 原 料 属 于 哪 种 菜 系 ？,请问肉丸豆腐蛋汤的主要原料属于哪种菜系？,请问肉丸豆腐蛋汤的主要原料属于哪种菜系？
"[['为农副产品找销路', '出版社', '武汉大学'], ['武汉大学', '中文名', '武汉大学']]",为 农 副 产 品 找 销 路 的 出 版 社 的 中 文 名 是 什 么 ？,为农副产品找销路的出版社学报（医学版）的主办单位是哪里？,请问为农副产品找销路的出版社的中文名是什么？
"[['泰坦星', '象征物', '土星'], ['土星', '质量', '95.16(地球为1),5.688×10²⁶kg']]",泰 坦 星 的 象 征 物 的 质 量 是 多 重 ？,泰坦星的象征物的质量是多重？,泰坦星的象征物的质量是多少？
"[['中华福协会', '理念', '现代传播'], ['现代传播', '收录', '中文核心期刊']]",中 华 福 协 会 的 理 念 是 收 录 在 哪 里 的 ？,请问中华福协会的理念是收录在哪里的？,请问中华福协会的理念被收录在哪个期刊中？
"[['三代厨房', '中文名', '婆媳大战'], ['婆媳大战', '发行日期', '2009年']]",你 知 道 三 代 厨 房 的 中 文 名 的 哪 年 发 行 的 吗 ？,你知道三代厨房的中文名的哪年发行的吗？,请问三代厨房的中文名是哪一年发行的？
"[['中国医药技术经济与管理', '编辑单位', '中国科学技术信息研究所'], ['中国科学技术信息研究所', '所长', '戴国强']]",中 国 医 药 技 术 经 济 与 管 理 的 编 辑 单 位 的 最 高 领 导 是 谁 呀 ？,现在的中国医药技术经济与管理的编辑单位的最高领导是谁呀？,中国医药技术经济与管理的编辑单位最高领导是谁？
"[['装甲体', '出处', '数码宝贝'], ['数码宝贝', '主要配音', '德光由禾']]",装 甲 体 的 出 处 的 主 要 配 音 都 有 谁 ？,谁是装甲体的出处的主要配音？,装甲体的出处的主要配音演员有哪些？
"[['岳父也是爹', '其它译名', '接班女婿'], ['接班女婿', '主演', '范明'], ['范明', '工作单位', '江苏南京军区前线话剧团']]",岳 父 也 是 爹 的 其 它 译 名 的 主 演 在 哪 个 单 位 工 作 ？,岳父也是爹的其它译名的主演在哪个单位工作？,请问，《岳父也是爹》的其它译名的主演范明是在哪个单位工作的？
"[['狐火锦卫门', '流派', '见闻色霸气'], ['见闻色霸气', '出处', '航海王'], ['航海王', '单行本册数', '80卷（2015年12月）']]",狐 火 锦 卫 门 的 流 派 的 出 处 有 多 少 单 行 本 ？,狐火锦卫门的流派的出处有多少单行本？,狐火锦卫门的流派在《航海王》这部漫画中有多少卷呢？
"[['膝盖中箭体', '出处', '上古卷轴5：天际'], ['上古卷轴5：天际', '适合年龄', '18岁以上']]",膝 盖 中 箭 体 的 出 处 适 合 几 岁 的 人 玩,大家清楚膝盖中箭体的出处适合几岁的人吗？,请问《上古卷轴5：天际》中的膝盖中箭体适合多少岁以上的玩家呢？
"[['金银岛小飞侠', '出版社', '北京'], ['北京', '地区生产总值', '22968.6亿元（2015年）']]",金 银 岛 小 飞 侠 的 出 版 社 的 gdp 有 多 少 ？,金银岛小飞侠的出版社的生产总值是多少？,请问金银岛小飞侠的出版社所在地的地区生产总值是多少？
"[['纳基', '登场作品', '东京食尸鬼'], ['东京食尸鬼', '其他名称', '东京喰种']]",纳 基 的 登 场 作 品 的 别 名 是 什 么 ？,纳基的登场作品还有哪些别的名称？,请问纳基的登场作品的别名是什么？
"[['venus', '中文名', '金星'], ['金星', '远日点', '108,942,109千米']]",你 知 道 venus 的 中 文 名 的 远 日 点 有 多 远 吗 ？,你知道venus的中文名的远日点有多远吗？,请问金星，也就是venus的远日点距离有多远？
"[['让爱冬眠', '专辑', '第一楠主角'], ['第一楠主角', '表演者', '孙楠']]",让 爱 冬 眠 的 专 辑 的 主 演 是 谁 ？,让爱冬眠的专辑的表演者是谁？,请问《让爱冬眠》这张专辑的主演是谁？
"[['姚剑军', '主要成就', '飞鱼科技'], ['飞鱼科技', '代表作品', '保卫萝卜'], ['保卫萝卜', '最新版本', '1.1.5']]",姚 剑 军 的 主 要 成 就 的 代 表 作 品 当 前 是 什 么 版 本 ？,姚剑军的主要成就的代表作品当前是什么版本？,请问姚剑军的主要成就的代表作品当前是哪个版本？
"[['冠思铂', '外文名', 'GNSPRO'], ['GNSPRO', '中文名称', '冠思铂'], ['冠思铂', '诞生', '1986年']]",谁 能 告 诉 我 冠 思 铂 的 外 文 名 的 中 文 名 称 是 哪 一 年 诞 生 的 ？,请问冠思铂的外文名的中文名称是什么时候出生的？,请问冠思铂的外文名对应的中文名称是在哪一年诞生的？
"[['let it go', '歌曲原唱', '伊藤由奈'], ['伊藤由奈', '喜欢的歌手', 'Mariah Carey ,Janet Jackson']]",let it go 的 歌 曲 原 唱 喜 欢 哪 个 歌 手 ？,我很好奇let it go的歌曲原唱喜欢哪位歌手？,你知道《let it go》这首歌的原唱是谁，并且他喜欢哪些歌手吗？
"[['戴恩·德哈恩', '代表作品', '超凡蜘蛛侠2'], ['超凡蜘蛛侠2', 'imdb编码', 'tt1872181']]",戴 恩 · 德 哈 恩 的 代 表 作 品 的 imdb 编 码 是 什 么 ？,你知道戴恩·德哈恩的代表作品的imdb编码是什么吗？,请问戴恩·德哈恩的代表作《超凡蜘蛛侠2》的IMDb编码是多少？
"[['杨露禅、武禹襄故居', '中文名', '杨露禅'], ['杨露禅', '子', '杨健侯']]",你 知 道 杨 露 禅 、 武 禹 襄 故 居 的 中 文 名 的 儿 子 是 谁 吗 ？,你知道杨露禅、武禹襄故居的中文名的儿子是谁吗？,请问杨露禅、武禹襄故居的中文名的儿子是谁？
"[['超级减肥王', '主持人', '谢楠'], ['谢楠', '三围', '90 52 89']]",请 问 超 级 减 肥 王 的 主 持 人 的 三 围 多 少 ？,请问超级减肥王的主持人的三围多少？,请问《超级减肥王》的主持人的三围是多少？
"[['科教文汇杂志社', '中文名称', '科教文汇'], ['科教文汇', '编辑单位', '科教文汇编辑部']]",科 教 文 汇 杂 志 社 的 中 文 名 称 是 哪 个 单 位 编 辑 的 ？,科教文汇杂志社的中文名称是哪个单位编辑的？,科教文汇杂志社的中文名称是由哪个单位编辑的？
"[['邢台隋代邢窑', '作者', '李军'], ['李军', '主要成就', '海南省委副书记']]",邢 台 隋 代 邢 窑 的 作 者 有 哪 些 主 要 成 就 ？,有谁知到邢台隋代邢窑的作者这个人都有什么成就,邢台隋代邢窑的作者李军的主要成就是什么？
"[['安平生活网', '类别', '网络营销平台'], ['网络营销平台', '是指', '网站']]",什 么 事 安 平 生 活 网 的 类 别 ？,什么事安平生活网的类别？,安平生活网属于什么类别？
"[['美丽梦乡', '填词', '阿筎那'], ['阿筎那', '出生日期', '10月12日'], ['10月12日', '逝世名人', '张伯伦']]",美 丽 梦 乡 的 填 词 的 出 生 日 期 逝 世 了 哪 些 名 人 ？,你知道美丽梦乡的填词的出生日期有哪个名人离世吗？,请问美丽梦乡的填词人阿筎那的出生日期是哪一天，以及他逝世时有哪些名人？
"[['漩涡慕留人', '妹妹', '漩涡向日葵'], ['漩涡向日葵', '哥哥', '漩涡博人']]",请 问 漩 涡 慕 留 人 的 妹 妹 的 哥 哥 是 谁 啊 ？,请问漩涡慕留人的妹妹的哥哥是谁啊？,请问漩涡慕留人的妹妹的哥哥是谁？
"[['资治通鉴·后梁纪·承业进谏', '人物', '张承业'], ['张承业', '官职', '河东监军使,监军']]",资 治 通 鉴 · 后 梁 纪 · 承 业 进 谏 的 人 物 有 什 么 官 职 ？,谁知道资治通鉴·后梁纪·承业进谏的人物的官职是什么？,资治通鉴·后梁纪·承业进谏中的人物张承业担任了什么官职？
"[['骠国舞姬', '其它译名', '舞乐传奇'], ['舞乐传奇', '制片人', '周亚平,蒋晓荣,杨于明']]",骠 国 舞 姬 的 其 它 译 名 的 制 片 人 是 谁 ？,请问骠国舞姬的其它译名的总制片人是谁？,请问舞乐传奇的制片人有哪些？
"[['艾茵哈特', '人物出处', '魔法少女奈叶'], ['魔法少女奈叶', '地区', '日本']]",艾 茵 哈 特 的 人 物 出 处 都 在 什 么 地 区 ？,艾茵哈特的人物出处都在什么地区播出,请问艾茵哈特这个人物出自哪个地区？
"[['第四忍界大战', '角色设计', '旗木卡卡西'], ['旗木卡卡西', '父亲', '旗木朔茂'], ['旗木朔茂', '出身', '木叶隐村']]",第 四 忍 界 大 战 的 角 色 设 计 的 父 亲 的 出 身 如 何 ？,第四忍界大战的角色设计的父亲的出身如何？,第四忍界大战中旗木卡卡西的父亲旗木朔茂的出身是什么？
"[['美丽月见草', '别称', '夜来香'], ['夜来香', '纲', '双子叶植物纲']]",美 丽 月 见 草 的 别 称 属 于 什 么 纲 ？,谁知道美丽月见草的别称属于哪个纲的植物,请问美丽月见草的别称属于哪个植物纲？
"[['山脚麻', '中文学名', '光叶山黄麻'], ['光叶山黄麻', '分布区域', '渐江'], ['渐江', '法号', '弘仁']]",山 脚 麻 的 中 文 学 名 的 分 布 区 域 的 法 号 是 什 么 ？,山脚麻的中文学名的分布区域的法号是什么？,请问山脚麻的中文学名在渐江的法号是什么？
"[['蜀桑子', '出自', '轩辕剑'], ['轩辕剑', '开发商', '大宇资讯股份有限公司（DOMO小组）']]",蜀 桑 子 的 出 自 是 开 发 什 么 公 司 ？,你知道蜀桑子的出自的开发商是谁吗？,请问蜀桑子是由哪家公司开发的？
"[['爱新觉罗·奕詝', '逝世地', '承德避暑山庄'], ['承德避暑山庄', '外文名称', 'Chengde Mountain Resort']]",爱 新 觉 罗 · 奕 詝 的 逝 世 地 用 英 文 怎 么 说 ？,爱新觉罗·奕詝的逝世地用英文怎么说？,请问爱新觉罗·奕詝的逝世地用英文怎么说？
"[['刺客聂隐娘', '主演', '周韵'], ['周韵', '婚姻状况', '已婚']]",刺 客 聂 隐 娘 的 主 演 现 在 是 已 婚 还 是 未 婚 ？,刺客聂隐娘的主演现在是已婚还是未婚？,请问《刺客聂隐娘》的主演周韵现在是否已婚？
"[['央视财经评论', '原名', '今日观察'], ['今日观察', '现名', '央视财经评论']]",请 问 央 视 财 经 评 论 的 原 名 叫 什 么 名 字 ？,请问央视财经评论的原名现在叫什么名字？,请问央视财经评论的原名称是什么？
"[['英石', '使用范围', '不列颠群岛'], ['不列颠群岛', '主权国家', '北爱尔兰']]",你 知 道 英 石 的 使 用 范 围 的 主 权 国 家 是 什 么 吗 ？,你知道英石的使用范围的主权国家是什么吗？,请问英石的使用范围的主权国家是哪个？
"[['中国城镇化发展速度与质量问题研究', '出版社', '东北大学'], ['东北大学', '现任校长', '赵继']]",中 国 城 镇 化 发 展 速 度 与 质 量 问 题 研 究 的 出 版 社 现 在 的 校 长 是 谁 ？,你知道中国城镇化发展速度与质量问题研究的出版社现在的校长是谁吗？,请问《中国城镇化发展速度与质量问题研究》这本书的出版社现任校长是谁？
"[['紫翠玉', '美誉', '红宝石'], ['红宝石', '折射率', '彩色宝石之王']]",紫 翠 玉 的 美 誉 的 折 射 率 是 多 少 ？,紫翠玉的美誉的折射率是多少？,紫翠玉被誉为红宝石，那么红宝石的折射率是多少呢？
"[['含钒钢', '属于', '碳'], ['碳', '密度', '1.8']]",请 问 含 钒 钢 的 属 于 的 密 度 是 多 少 ？,请问含钒钢的属于的密度是多少？,请问含钒钢的密度是多少？
"[['胶东面花', '别称', '礼花'], ['礼花', '应用范围', '节日助兴']]",胶 东 面 花 的 别 称 现 在 在 哪 应 用 ？,胶东面花的别称应用在哪个方面？,请问胶东面花的别称现在应用在哪些节日中？
"[['中国医药技术经济与管理', '主办单位', '中国科学技术信息研究所'], ['中国科学技术信息研究所', '所长', '戴国强']]",中 国 医 药 技 术 经 济 与 管 理 的 主 办 单 位 的 最 高 领 导 是 谁 呀 ？,现在的中国医药技术经济与管理的主办单位的最高领导是谁呀？,中国医药技术经济与管理的主办单位最高领导是谁？
"[['赤水市人民政府办公室关于做好市“两会”和2008年春节期间食品药品安全工作的紧急通知', '部门', '赤水市人民政府办公室'], ['赤水市人民政府办公室', '中文名', '赤水市人民政府办公室']]",哪 个 部 门 颁 布 了 赤 水 市 人 民 政 府 办 公 室 关 于 做 好 市 “ 两 会 ” 和 2008 年 春 节 期 间 食 品 药 品 安 全 工 作 的 紧 急 通 知 的 部 门 关 于 颁 布 实 施 细 则 的 通 知 ？,哪个机构颁布了赤水市人民政府办公室关于做好市“两会”和2008年春节期间食品药品安全工作的紧急通知的部门关于建立赤水市知识产权办公会议制度的通知？,请问是哪个部门发布了关于赤水市人民政府办公室关于做好市'两会'和2008年春节期间食品药品安全工作的紧急通知的实施细则的通告？
"[['吉林库蠓', '科', '蜢科'], ['蜢科', '科', '虻科Tabanidae']]",吉 林 库 蠓 的 科 是 哪 个 科 ？,吉林库蠓的科属于什么科？,请问吉林库蠓属于哪个科？
